Displacements
0	0	0.003688397980559316	-0.0031497743669659795	0	0	
1	0	-9.904829822978223E-4	0.003659787546802834	0	0	
2	0	-4.591107765159679E-6	0.002229788081640995	0	0	
3	0	3.4172194606894423E-4	9.839669680652581E-4	0	0	
4	0	4.367374055790918E-4	-1.980016258377027E-4	0	0	
5	0	3.617048056427917E-4	-9.669496157556775E-4	0	0	
6	0	2.1571182046882433E-4	-0.001291415852223367	0	0	
7	0	7.222333962843169E-5	-0.0012744234811698676	0	0	
8	0	-3.0538871653420176E-5	-0.0010649974510210025	0	0	
9	0	-8.4621440199123E-5	-7.908324378087708E-4	0	0	
10	0	-9.970481428390576E-5	-5.331398815330332E-4	0	0	
11	0	-9.088573566636326E-5	-3.288853288132481E-4	0	0	
12	0	-7.168555939493147E-5	-1.844719241887102E-4	0	0	
13	0	-5.112351184023468E-5	-9.134746422357236E-5	0	0	
14	0	-3.3486597303266165E-5	-3.674342467508468E-5	0	0	
15	0	-2.011297581190892E-5	-8.49098071908089E-6	0	0	
16	0	-1.0827868867710393E-5	3.2148601180141153E-6	0	0	
17	0	-4.887121705382953E-6	5.627533199705105E-6	0	0	
18	0	-1.466661913108031E-6	3.8466102998890804E-6	0	0	
19	0	1.6393464943245496E-7	1.1974103973041808E-6	0	0	
20	0	5.736477372733766E-7	3.566323460749786E-8	0	0	
21	0	0.002586720174990642	-4.783202831339153E-4	0	0	
22	3.9997187338210925E-4	2.0382811238549524E-5	-2.247125172566393E-4	2.616857737676757E-5	3.8709987730535154E-4	
23	3.226671141104283E-4	-2.493022644851479E-4	-1.8893548424161658E-5	3.032467269997591E-4	1.9109992652673536E-5	
24	1.793658588045456E-4	-3.6643866084888486E-4	1.6476216440437804E-4	3.8308324871828316E-4	-1.885213300054142E-4	
25	2.9883754869138052E-5	-3.276605190347516E-4	2.387930279537054E-4	3.201530913591453E-4	-2.8120071548463243E-4	
26	-8.05802162706326E-5	-2.1185585081811827E-4	2.3574538326684823E-4	1.934911245831271E-4	-2.7793548045326673E-4	
27	-1.3776410525198672E-4	-8.692813382442759E-5	1.9007878296490457E-4	6.789025758347862E-5	-2.233459770530982E-4	
28	-1.4898393295077384E-4	7.5890275465206655E-6	1.3329162329730186E-4	-2.1545549440379944E-5	-1.5506809539790853E-4	
29	-1.3098653650434495E-4	6.004030511044185E-5	8.401130687480805E-5	-6.733110195368972E-5	-9.576104314274082E-5	
30	-1.0042229835217582E-4	7.695038553848357E-5	4.872937426020678E-5	-7.866245644428019E-5	-5.3430881258859217E-5	
31	-6.909216437630319E-5	7.145986441607975E-5	2.6520820975493042E-5	-6.967884729663671E-5	-2.7102493772013835E-5	
32	-4.312574424855233E-5	5.614584915605861E-5	1.3776855650379021E-5	-5.2847437211395544E-5	-1.2420535357876497E-5	
33	-2.427729210341876E-5	3.94485397844651E-5	6.938034533111267E-6	-3.599455322596329E-5	-4.978140290308205E-6	
34	-1.1937326391081549E-5	2.5155679088033994E-5	3.422228337191188E-6	-2.2221677919620037E-5	-1.55217809922501E-6	
35	-4.65951091769514E-6	1.4447446014168651E-5	1.6457623145130602E-6	-1.2242164213343943E-5	-1.5473565070278977E-7	
36	-9.142226164550149E-7	7.169442110864181E-6	7.430242039064009E-7	-5.656045279455635E-6	3.004356864493722E-7	
37	5.934590209327079E-7	2.68023260199458E-6	2.8289207317245254E-7	-1.7263203588589347E-6	3.5269709526878926E-7	
38	8.48652687858504E-7	2.684916218706358E-7	6.331027436881026E-8	2.732318029679259E-7	2.5140537040064953E-7	
39	5.523870341591182E-7	-6.847914555177921E-7	-1.9561264570108274E-8	9.426241754014557E-7	1.1834830124161319E-7	
40	1.6452865210195848E-7	-7.189104798554275E-7	-1.7422295257618014E-8	7.975008478578974E-7	2.194280872643483E-9	
41	0	-3.714260502784482E-8	-1.4006432067605798E-8	0	0	
42	0	0.0011555960566969991	1.9480884278256773E-4	0	0	
43	2.180845599212433E-4	2.2406002408596794E-4	-4.4975614075361774E-4	-2.441867520377288E-4	4.971064703212955E-4	
44	2.755734201640908E-4	-1.767865011282337E-6	-1.6159002155038903E-4	5.856335066913852E-7	1.5633425897937115E-4	
45	2.2934560008016285E-4	-1.6912554724555175E-4	3.0401186614340296E-5	1.6911143706456564E-4	-2.839559470140685E-5	
46	1.2992475322858146E-4	-2.149072213321381E-4	1.4806785275584737E-4	2.1843036453341114E-4	-1.4722260687479051E-4	
47	2.861773917893381E-5	-1.7954902104978023E-4	1.862875214230233E-4	1.83552821423647E-4	-1.856881205750488E-4	
48	-4.4836965561196945E-5	-1.0843723853703552E-4	1.693183014539397E-4	1.1155022261939769E-4	-1.6896965610525838E-4	
49	-8.187973978058397E-5	-3.8341329068386334E-5	1.2682066302271798E-4	4.0121738142540523E-5	-1.266860999684097E-4	
50	-8.836307717911028E-5	1.0846882204808776E-5	8.201405498582604E-5	-1.0163724532613538E-5	-8.21244624139502E-5	
51	-7.61202974135464E-5	3.518070179149073E-5	4.6849144585123006E-5	-3.514753856806269E-5	-4.718941863351173E-5	
52	-5.64935577966896E-5	4.01586194604614E-5	2.393719146583565E-5	-4.0402057404269784E-5	-2.441961397175046E-5	
53	-3.714539345282687E-5	3.4470520081648185E-5	1.0983522436195369E-5	-3.477720859395941E-5	-1.1491245878865439E-5	
54	-2.1679353527490028E-5	2.5257248893608688E-5	4.489774454472075E-6	-2.5533377793515744E-5	-4.933329464388537E-6	
55	-1.0916781951787326E-5	1.628561132077707E-5	1.5951504575218553E-6	-1.6499429375828382E-5	-1.933412150382301E-6	
56	-4.31031193275376E-6	9.155929406462472E-6	4.7024587345737437E-7	-9.307707116410375E-6	-7.007933391939461E-7	
57	-8.238438876943648E-7	4.195112845312434E-6	1.0614549531415368E-7	-4.296989192118893E-6	-2.462235694888722E-7	
58	5.96873945360899E-7	1.1592828138775578E-6	1.824415794856514E-8	-1.22521256088902E-6	-9.159602788059969E-8	
59	8.322911871940684E-7	-3.7849299394405226E-7	7.959571039721966E-9	3.3691815103328537E-7	-3.7538361078732124E-8	
60	5.404950182058689E-7	-8.550621011906529E-7	1.146070334012033E-8	8.301066875760295E-7	-1.687525838001569E-8	
61	1.646372927960145E-7	-6.695499270080483E-7	8.903119731043839E-9	6.550943482533882E-7	-3.5293751138988765E-9	
62	0	-4.32969373134234E-9	4.905273469079059E-9	0	0	
63	0	-6.989816020970405E-4	5.662056599661409E-4	0	0	
64	3.3695353507365864E-6	4.221879532597655E-4	-5.087599707423428E-4	-4.955215931443409E-4	5.17800663733296E-4	
65	1.6379865277577627E-4	1.9886868377021763E-4	-2.6839034300427025E-4	-1.936844354610286E-4	2.681740486857331E-4	
66	2.0747077958477888E-4	-1.4773202952628918E-5	-1.1296929256789592E-4	1.4996129921111255E-5	1.1206322867033309E-4	
67	1.710426173186116E-4	-1.2881857881828372E-4	2.291444554591352E-5	1.3088113629419843E-4	-2.5428273492644965E-5	
68	9.954558196815102E-5	-1.575742064914975E-4	1.019738885048089E-4	1.595702180702536E-4	-1.0454787212191197E-4	
69	2.8438432597160945E-5	-1.288148751962842E-4	1.2631114143516956E-4	1.302133570319856E-4	-1.2806123077775078E-4	
70	-2.2185252041714924E-5	-7.592937429413584E-5	1.128258243673095E-4	7.65361270543002E-5	-1.1349633119601464E-4	
